"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"38200041219","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",34.62,27,"Sales of Product Income","Cost of Goods Sold","","38200041219
Van Holten's Pickles - Jumbo Dill Pickle-In-A-Pouch - 12 Pack","38200041219
Van Holten's Pickles - Jumbo Dill Pickle-In-A-Pouch - 12 Pack",0
"38200101210","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",30.13,23.5,"Sales of Product Income","Cost of Goods Sold","","38200101210
PLANTERS Cashews Salted, Plant-Based Protein, Individually Packed Snacks, Quick Snack for Adults, After School Snack, Roasted Cashew, Flavored with Sea Salt, Kosher, 1.5oz Bags (18 Pack)","38200101210
PLANTERS Cashews Salted, Plant-Based Protein, Individually Packed Snacks, Quick Snack for Adults, After School Snack, Roasted Cashew, Flavored with Sea Salt, Kosher, 1.5oz Bags (18 Pack)",0
"385623","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",244.09,232.47,"Sales of Product Income","Cost of Goods Sold","","Incontinence Care Wipe Comfort Shield(R) Soft Pack Dimethicone Unscented 8 Count","Incontinence Care Wipe Comfort Shield(R) Soft Pack Dimethicone Unscented 8 Count",0
"388719","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",39.4,38.25,"Sales of Product Income","Cost of Goods Sold","","Irrigation Solution AirLife(R) 0.9% Sodium Chloride Not for Injection Bottle 100 mL","Irrigation Solution AirLife(R) 0.9% Sodium Chloride Not for Injection Bottle 100 mL",0
"394643","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.9,,"Sales of Product Income","","","394643
ProSilk Body Cocoa Butter Daily Moisturizing Lotion, 20 oz.","394643
ProSilk Body Cocoa Butter Daily Moisturizing Lotion, 20 oz.",0
"394645","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.9,,"Sales of Product Income","","","394645
ProSilk Body Aloe Vera Daily Moisturizing Lotion, 20 oz","394645
ProSilk Body Aloe Vera Daily Moisturizing Lotion, 20 oz",0
"395366520546525000","",0,"Non-Inventory","Single",,"ST","Yes","","","","","","","","","","",15.05,12.75,"Sales of Product Income","Cost of Goods Sold","","395366520546525000
Susan Bates Luxite Plastic Crochet Hook Set-Sizes F5 To K10.5","395366520546525000
Susan Bates Luxite Plastic Crochet Hook Set-Sizes F5 To K10.5",0
"40000011606","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",51.28,40,"Sales of Product Income","Cost of Goods Sold","","40000011606
SKITTLES Candy, Original 2.17-Ounce, 36 Packs of Individually Wrapped Candy Bulk Box","40000011606
SKITTLES Candy, Original 2.17-Ounce, 36 Packs of Individually Wrapped Candy Bulk Box",0
"4000035391","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",48.72,38,"Sales of Product Income","Cost of Goods Sold","","4000035391
TWIX Bulk Chocolate Candy Individually Wrapped - Full Size, Caramel Chocolate Cookie Candy Bar, 36-Count Box","4000035391
TWIX Bulk Chocolate Candy Individually Wrapped - Full Size, Caramel Chocolate Cookie Candy Bar, 36-Count Box",0
"40000522065","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",51.28,40,"Sales of Product Income","Cost of Goods Sold","","40000522065
MilkyWay Candy Milk Chocolate Bars Bulk Pack, Full Size, 1.84 oz Pack of 36)","40000522065
MilkyWay Candy Milk Chocolate Bars Bulk Pack, Full Size, 1.84 oz Pack of 36)",0
"40000522089","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",57.69,45,"Sales of Product Income","Cost of Goods Sold","","40000522089
3 MUSKETEERS Milk Chocolate Candy Bars - Full Size Chocolate Bars, 1.92 oz Candy Bar (Pack of 36) Bulk Box","40000522089
3 MUSKETEERS Milk Chocolate Candy Bars - Full Size Chocolate Bars, 1.92 oz Candy Bar (Pack of 36) Bulk Box",0
"40000524311","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",65.38,51,"Sales of Product Income","Cost of Goods Sold","","40000524311
Snickers NFL Football Full Size Individually Wrapped Tailgating Snacks Chocolate Bars, 48 Ct Bulk Box","40000524311
Snickers NFL Football Full Size Individually Wrapped Tailgating Snacks Chocolate Bars, 48 Ct Bulk Box",0
"410253","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.35,3.25,"Sales of Product Income","Cost of Goods Sold","","410253
Knee Support ProCare® Small Pull-On Left or Right Knee","410253
Knee Support ProCare® Small Pull-On Left or Right Knee",0
"410257","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.57,3.47,"Sales of Product Income","Cost of Goods Sold","","410257
Knee Support ProCare® Medium Pull-On Left or Right Knee","410257
Knee Support ProCare® Medium Pull-On Left or Right Knee",0
"410261","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.35,3.25,"Sales of Product Income","Cost of Goods Sold","","410261
Knee Support ProCare® Large Pull-On Left or Right Knee","410261
Knee Support ProCare® Large Pull-On Left or Right Knee",0
"410262","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.57,3.47,"Sales of Product Income","Cost of Goods Sold","","410262
Knee Support ProCare® X-Large Pull-On Left or Right Knee","410262
Knee Support ProCare® X-Large Pull-On Left or Right Knee",0
"41186172198","",0,"Non-Inventory","Single",,"BG","Yes","","","","","","","","","","",37.2,33.82,"Sales of Product Income","Cost of Goods Sold","","Candy, Thin Mints, 3 Pounds, 48 Oz Bag","Candy, Thin Mints, 3 Pounds, 48 Oz Bag",0
"413292","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",96.69,90.36,"Sales of Product Income","Cost of Goods Sold","","413292
Unna Boot Dynarex® Zinc Oxide 4 Inch X 10 Yard, DRESSING, UNNA BOOT BANDAGE 4""X10' (12/CS)","413292
Unna Boot Dynarex® Zinc Oxide 4 Inch X 10 Yard, DRESSING, UNNA BOOT BANDAGE 4""X10' (12/CS)",0
"414631","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",38.06,36.25,"Sales of Product Income","Cost of Goods Sold","","414631
General Purpose Syringe MonojectTM 20 mL Luer Lock Tip Without Safety","414631
General Purpose Syringe MonojectTM 20 mL Luer Lock Tip Without Safety",0
"414635","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",51.57,49.11,"Sales of Product Income","Cost of Goods Sold","","414635
General Purpose Syringe MonojectTM SoftPack 60 Ml, Catheter Tip Without Safety","414635
General Purpose Syringe MonojectTM SoftPack 60 Ml, Catheter Tip Without Safety",0
"4178990281","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",7.92,7.2,"Sales of Product Income","Cost of Goods Sold","","Soup, Noodle, Ramen, Picante Chicken, 3 Oz, 24/Pac","Soup, Noodle, Ramen, Picante Chicken, 3 Oz, 24/Pac",0
"41789902819","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",10.26,8,"Sales of Product Income","Cost of Goods Sold","","41789902819
Maruchan Ramen Picante Chicken, Instant Ramen Noodles, Ready to Eat Meals, 3 Oz, 24 Count","41789902819
Maruchan Ramen Picante Chicken, Instant Ramen Noodles, Ready to Eat Meals, 3 Oz, 24 Count",0
"4178990317","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",16.68,15.16,"Sales of Product Income","Cost of Goods Sold","","Ramen, Shrimp, Lime Chili Flavor, 3.0 Oz, 24/Cs","Ramen, Shrimp, Lime Chili Flavor, 3.0 Oz, 24/Cs",0
"41789903175","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",24.36,19,"Sales of Product Income","Cost of Goods Sold","","41789903175
Maruchan Ramen Lime Chili Shrimp Flavor, 3.0 Oz, Pack of 24","41789903175
Maruchan Ramen Lime Chili Shrimp Flavor, 3.0 Oz, Pack of 24",0
"422299","",0,"Non-Inventory","Single",,"422299","Yes","","","","","","","","","","",215.34,209.07,"Sales of Product Income","Cost of Goods Sold","","ConvaTec Aquacel® AG Advantage #422299 Silver Hydrofiber Dressing Aquacel® Ag Advantage 4 X 5 Inch Rectangle Sterile",,0
"422383","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",23.76,"0","Sales of Product Income","","","422383
Gummy, Candy, Asst. Fruity Flavors, 5OZ, 12/PK","",0
"42238302204","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",23.76,18,"Sales of Product Income","Cost of Goods Sold","","42238302204
HARIBO Gummi Candy, Original Goldbears Gummy Bears, 5 Ounce Share Size Bags (12 Packs) Delicious Soft & Chewy Sweet Snacks, Assorted Fruity Flavors","42238302204
HARIBO Gummi Candy, Original Goldbears Gummy Bears, 5 Ounce Share Size Bags (12 Packs) Delicious Soft & Chewy Sweet Snacks, Assorted Fruity Flavors",0
"4249","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",25.9,24.67,"Sales of Product Income","Cost of Goods Sold","","Dynarex Shaving Cream 11 oz. Aerosol Can 12/CS","Dynarex Shaving Cream 11 oz. Aerosol Can 12/CS",0
"444296","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",42.22,39.46,"Sales of Product Income","Cost of Goods Sold","","444296
Hip Protection Brief Hipsters® Standard Large Beige, Unisex BRIEF, HIPSTERS STANDARD LG POSEY","444296
Hip Protection Brief Hipsters® Standard Large Beige, Unisex BRIEF, HIPSTERS STANDARD LG POSEY",0
"444297","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",39.28,36.71,"Sales of Product Income","Cost of Goods Sold","","444297
Hip Protection Brief Hipsters® Standard Brief Medium, Beige Unisex BRIEF, HIPSTERS STANDARD MED POSEY","444297
Hip Protection Brief Hipsters® Standard Brief Medium, Beige Unisex BRIEF, HIPSTERS STANDARD MED POSEY",0
"444298","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",39.28,36.71,"Sales of Product Income","Cost of Goods Sold","","444298
Hip Protection Brief Hipsters® Standard Brief Small, Beige Unisex HIPSTERS, STANDARD SM POSEY","444298
Hip Protection Brief Hipsters® Standard Brief Small, Beige Unisex HIPSTERS, STANDARD SM POSEY",0
"444299","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",42.91,40.1,"Sales of Product Income","Cost of Goods Sold","","444299
Hip Protection Brief Hipsters® Standard Brief X-Large, Beige Unisex BRIEF, HIPSTERS STANDARD XLG POSEY","444299
Hip Protection Brief Hipsters® Standard Brief X-Large, Beige Unisex BRIEF, HIPSTERS STANDARD XLG POSEY",0
"444300","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",40.61,38.68,"Sales of Product Income","Cost of Goods Sold","","Hip Protection Brief Hipsters(R) Standard 2X-Large Beige","Hip Protection Brief Hipsters(R) Standard 2X-Large Beige",0
"44458","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",40.08,36.44,"Sales of Product Income","Cost of Goods Sold","","Chips, Bbq, 1.5 Oz, 64/Pac","Chips, Bbq, 1.5 Oz, 64/Pac",0
"44723","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",10.63,9.24,"Sales of Product Income","Cost of Goods Sold","","Smith & Nephew #420400  Skin Barrier Wipe Skin-Prep 75 to 100% Strength Isopropyl Alcohol Individual Packet Sterile","Smith & Nephew #420400  Skin Barrier Wipe Skin-Prep 75 to 100% Strength Isopropyl Alcohol Individual Packet Sterile",0
"449317","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",100.9,94.3,"Sales of Product Income","Cost of Goods Sold","","449317
Collagen Dressing 3MTM PromogranTM Matrix 4 Square Inch Hexagon Sterile10/BX 4BX/CS","449317
Collagen Dressing 3MTM PromogranTM Matrix 4 Square Inch Hexagon Sterile10/BX 4BX/CS",0
"451353","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",56.61,53.91,"Sales of Product Income","Cost of Goods Sold","","Hand Sanitizer Purell(R) Advanced 2 oz. Ethyl Alcohol Gel Pump Bottle","Hand Sanitizer Purell(R) Advanced 2 oz. Ethyl Alcohol Gel Pump Bottle",0
"4516","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",27.76,25.24,"Sales of Product Income","Cost of Goods Sold","","4516
Instant Hot Pack, Dynarex, General Purpose Plastic Cover Disposable","4516
Instant Hot Pack, Dynarex, General Purpose Plastic Cover Disposable",0
"454619","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",33.01,32.05,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand #16-1033-3 Elastic Bandage 3 Inch X 5 Yard Standard Compression Hook and Loop Closure Tan NonSterile","McKesson Brand #16-1033-3 Elastic Bandage 3 Inch X 5 Yard Standard Compression Hook and Loop Closure Tan NonSterile",0
"454620","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",9.83,9.19,"Sales of Product Income","Cost of Goods Sold","","454620
Elastic Bandage McKesson 4 Inch X 5 Yard Single Hook and Loop Closure Tan NonSterile Standard Compression BANDAGE, ELAS SLF-CLSR PREM N/S LF 4X5YDS","454620
Elastic Bandage McKesson 4 Inch X 5 Yard Single Hook and Loop Closure Tan NonSterile Standard Compression BANDAGE, ELAS SLF-CLSR PREM N/S LF 4X5YDS",0
"454621","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",68.97,66.96,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand #16-1033-6 Elastic Bandage 6 Inch X 5 Yard Standard Compression Hook and Loop Closure Tan NonSterile","McKesson Brand #16-1033-6 Elastic Bandage 6 Inch X 5 Yard Standard Compression Hook and Loop Closure Tan NonSterile",0
"454695","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",391.42,380.02,"Sales of Product Income","Cost of Goods Sold","","Baxter Clearlink  #2C8519 IV Pump Set 10 Drops / mL Drip Rate 112 Inch Tubing 2 Ports","Baxter Clearlink  #2C8519 IV Pump Set 10 Drops / mL Drip Rate 112 Inch Tubing 2 Ports",0
"457916","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",82.47,78.54,"Sales of Product Income","Cost of Goods Sold","","Skin Protectant Calmoseptine(R) 0.125 oz. (3.5 gram) Individual Packet Scented Ointment","Skin Protectant Calmoseptine(R) 0.125 oz. (3.5 gram) Individual Packet Scented Ointment",0
"459153","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.67,3.43,"Sales of Product Income","Cost of Goods Sold","","459153
Soap Aveeno® Bar 3.5 oz. Individually Wrapped Unscented, AVEENO BAR, W/OATMEAL DRY SKIN3.5OZ","459153
Soap Aveeno® Bar 3.5 oz. Individually Wrapped Unscented, AVEENO BAR, W/OATMEAL DRY SKIN3.5OZ",0
"4603304","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",36.29,32.99,"Sales of Product Income","Cost of Goods Sold","","4603304
INSOLE, SPENCO MEDICS DIABETIC #4, SIZE: MALE 10 -11.5(REF: SPENCO.COM # 4603304)","4603304
INSOLE, SPENCO MEDICS DIABETIC #4, SIZE: MALE 10 -11.5(REF: SPENCO.COM # 4603304)",0
"461596","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",23.87,22.52,"Sales of Product Income","Cost of Goods Sold","","461596
Flushable Personal Wipe Hygea® Soft Pack Scented 48-Count, WIPE, FLUSHABLE ADLT (48/PK 12PK/CS), Professional Disposables","461596
Flushable Personal Wipe Hygea® Soft Pack Scented 48-Count, WIPE, FLUSHABLE ADLT (48/PK 12PK/CS), Professional Disposables",0
"4633","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",36.8,30.16,"Sales of Product Income","Cost of Goods Sold","","4633
Oil Emulsion Impregnated Dressing 3M™ Adaptic™ Square, 3 X 3 Inch, Sterile","4633
Oil Emulsion Impregnated Dressing 3M™ Adaptic™ Square, 3 X 3 Inch, Sterile",0
"466871","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",4.72,4.58,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand #16-4813 Adhesive Strip 3/4 X 3 Inch Fabric Rectangle Tan Sterile","McKesson Brand #16-4813 Adhesive Strip 3/4 X 3 Inch Fabric Rectangle Tan Sterile",0
"471087","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",481.5,450,"Sales of Product Income","Cost of Goods Sold","","471087
Dressing Change Tray McKesson Central Line, DRESSING CHANGE TRAY, CTRL LINE STR LF (30/CS), *** ITEM ON ALLOCATION. NO ETA, DO NOT ORDER***","471087
Dressing Change Tray McKesson Central Line, DRESSING CHANGE TRAY, CTRL LINE STR LF (30/CS), *** ITEM ON ALLOCATION. NO ETA, DO NOT ORDER***",0
"472577","",0,"Non-Inventory","Single",,"472577","Yes","","","","","","","","","","",50.94,48.51,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand McKesson #16-C7 Plastic Comb McKesson 7 Inch Black Plastic",,0
"473452","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",50.85,45.4,"Sales of Product Income","Cost of Goods Sold","","473452
AED Defibrillator Electrode Pad Quik-Combo Adult","473452
AED Defibrillator Electrode Pad Quik-Combo Adult",0
"474704","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",6.26,5.69,"Sales of Product Income","Cost of Goods Sold","","Razor McKesson Twin Blade Disposable 50/BX, 100/CS","Razor McKesson Twin Blade Disposable 50/BX, 100/CS",0
"476547","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",165.8,"0","Sales of Product Income","Cost of Goods Sold","","Insulin Syringe with Needle SafetyGlide 1mL 29 Gauge 1/2 Inch Regular Wall Sliding Safety","Insulin Syringe with Needle SafetyGlide 1mL 29 Gauge 1/2 Inch Regular Wall Sliding Safety",0
"477912","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",462.68,449.2,"Sales of Product Income","Cost of Goods Sold","","Bard Peripheral Vascular Navarre(R) #NDB600 Gravity Drainage Bag 600 mL Sterile Luer connector Barrier","Bard Peripheral Vascular Navarre(R) #NDB600 Gravity Drainage Bag 600 mL Sterile Luer connector Barrier",0
"483136","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",18.24,14.59,"Sales of Product Income","Cost of Goods Sold","","483136
Compression Glove Edema Gloves 2 Open Finger Medium
Over-the-Wrist Length Left Hand Lycra® / Spandex","483136
Compression Glove Edema Gloves 2 Open Finger Medium
Over-the-Wrist Length Left Hand Lycra® / Spandex",0
"485517","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",164,156.19,"Sales of Product Income","Cost of Goods Sold","","485517
Flexible Drinking Straw McKesson 7-3/4 Inch Length, White Individually Wrapped","485517
Flexible Drinking Straw McKesson 7-3/4 Inch Length, White Individually Wrapped",0
"49048","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",93.45,89,"Sales of Product Income","Cost of Goods Sold","","49048
Cancer Screening Test Kit Hemoccult® Single Slides, Fecal Occult Blood Test (FOBT) 100 Tests CLIA Waived","49048
Cancer Screening Test Kit Hemoccult® Single Slides, Fecal Occult Blood Test (FOBT) 100 Tests CLIA Waived",0
"490810201788","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",1.34,1.1,"Sales of Product Income","Cost of Goods Sold","","490810201788
Cap Erasers 25ct","490810201788
Cap Erasers 25ct",0
"49093","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",74.25,67.5,"Sales of Product Income","Cost of Goods Sold","","Chips, Reduced Fat, Spicy Sweet Chili, 1 Oz, 72/Cs","Chips, Reduced Fat, Spicy Sweet Chili, 1 Oz, 72/Cs",0
